gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
PTPRB	ENSG00000127329.16	ENST00000334414.11	35	6648	12301	6682
SORL1	ENSG00000137642.13	ENST00000260197.12	19	6645	10863	6663
SVIL	ENSG00000197321.16	ENST00000355867.9	753	6645	8306	7397
UNC13C	ENSG00000137766.18	ENST00000260323.16	744	6645	8880	7388
SDK1	ENSG00000146555.20	ENST00000404826.7	336	6642	10593	6977
KNTC1	ENSG00000184445.12	ENST00000333479.12	177	6630	6974	6806
ASCC3	ENSG00000112249.14	ENST00000369162.7	311	6609	8111	6919
TNC	ENSG00000041982.17	ENST00000350763.9	313	6606	8500	6918
DOCK10	ENSG00000135905.21	ENST00000645028.1	60	6600	7276	6659
INTS1	ENSG00000164880.16	ENST00000404767.8	109	6573	6981	6681
CACNA1D	ENSG00000157388.20	ENST00000288139.11	557	6546	9429	7102
MED12L	ENSG00000144893.13	ENST00000687756.1	403	6543	10794	6945
MED12	ENSG00000184634.17	ENST00000374102.6	127	6543	6901	6669
FREM1	ENSG00000164946.20	ENST00000380880.4	783	6540	7566	7322
ARFGEF3	ENSG00000112379.9	ENST00000251691.5	149	6534	14859	6682
MED13	ENSG00000108510.10	ENST00000397786.7	74	6525	10461	6598
SDK2	ENSG00000069188.17	ENST00000392650.8	358	6519	11079	6876
ALPK2	ENSG00000198796.7	ENST00000361673.4	349	6513	7437	6861
SPEF2	ENSG00000152582.14	ENST00000637569.1	155	6510	7350	6664
SHANK1	ENSG00000161681.17	ENST00000391814.5	89	6510	6622	6598
BAZ2B	ENSG00000123636.19	ENST00000392783.7	353	6507	8145	6859
NAV1	ENSG00000134369.16	ENST00000685211.1	360	6495	13891	6854
MYO9B	ENSG00000099331.14	ENST00000682292.1	157	6474	7606	6630
PRRC2A	ENSG00000204469.13	ENST00000376033.3	245	6474	6903	6718
MALRD1	ENSG00000204740.11	ENST00000454679.7	139	6471	6850	6609
RP1	ENSG00000104237.11	ENST00000220676.2	120	6471	7071	6590
TECTA	ENSG00000109927.11	ENST00000392793.6	202	6468	7353	6669
PRR14L	ENSG00000183530.14	ENST00000327423.11	192	6456	10827	6647
ABCA7	ENSG00000064687.13	ENST00000263094.11	228	6441	6815	6668
KIAA1549L	ENSG00000110427.17	ENST00000658780.2	545	6441	12933	6985
YLPM1	ENSG00000119596.18	ENST00000325680.12	175	6441	8195	6615
HEATR1	ENSG00000119285.11	ENST00000366582.8	128	6435	8459	6562
MYO7B	ENSG00000169994.20	ENST00000409816.8	173	6429	6910	6601
DOCK7	ENSG00000116641.18	ENST00000635253.2	123	6423	7233	6545
FREM3	ENSG00000183090.5	ENST00000329798.5	1	6420	6729	6420
PCNX2	ENSG00000135749.20	ENST00000258229.14	248	6414	7530	6661
SNRNP200	ENSG00000144028.15	ENST00000323853.10	110	6411	7194	6520
TET1	ENSG00000138336.9	ENST00000373644.5	529	6411	9612	6939
PLXNB1	ENSG00000164050.13	ENST00000358536.8	271	6408	7308	6678
NIN	ENSG00000100503.27	ENST00000530997.7	233	6402	10334	6634
CRYBG1	ENSG00000112297.18	ENST00000633556.3	193	6396	10039	6588
ESPL1	ENSG00000135476.12	ENST00000257934.9	92	6363	6618	6454
ANKRD36C	ENSG00000174501.15	ENST00000295246.7	117	6360	7501	6476
DYSF	ENSG00000135636.16	ENST00000410020.8	145	6360	6775	6504
NUMA1	ENSG00000137497.19	ENST00000393695.8	188	6348	7198	6535
CHD3	ENSG00000170004.19	ENST00000700753.1	12	6345	7388	6356
DSCAML1	ENSG00000177103.15	ENST00000321322.6	3	6342	6899	6344
GTF3C1	ENSG00000077235.18	ENST00000356183.9	24	6330	7090	6353
KIF26B	ENSG00000162849.16	ENST00000407071.7	441	6327	13593	6767
ZGRF1	ENSG00000138658.16	ENST00000505019.6	126	6315	6648	6440
KIAA2026	ENSG00000183354.12	ENST00000399933.8	696	6312	7669	7007
PI4KA	ENSG00000241973.11	ENST00000255882.11	87	6309	6751	6395
ARHGAP32	ENSG00000134909.19	ENST00000682385.1	128	6306	10280	6433
DOCK8	ENSG00000107099.18	ENST00000432829.7	113	6300	7448	6412
PIKFYVE	ENSG00000115020.17	ENST00000264380.9	171	6297	9908	6467
TDRD6	ENSG00000180113.16	ENST00000316081.11	245	6291	8967	6535
FER1L5	ENSG00000249715.13	ENST00000623019.5	1	6282	6477	6282
DOCK9	ENSG00000088387.22	ENST00000682017.1	156	6279	7631	6434
NUP214	ENSG00000126883.19	ENST00000359428.10	120	6273	7568	6392
MDC1	ENSG00000137337.16	ENST00000376406.8	41	6270	6968	6310
MPDZ	ENSG00000107186.17	ENST00000546205.5	66	6255	6342	6320
DOCK6	ENSG00000130158.14	ENST00000587656.6	1	6249	6249	6249
HCFC1	ENSG00000172534.14	ENST00000369984.4	345	6243	8375	6587
ATG2B	ENSG00000066739.12	ENST00000359933.6	366	6237	13162	6602
NACA	ENSG00000196531.14	ENST00000454682.6	40	6237	6387	6276
DOCK11	ENSG00000147251.16	ENST00000276204.10	75	6234	6664	6308
CCDC187	ENSG00000260220.7	ENST00000638797.2	265	6234	10119	6498
TANC2	ENSG00000170921.16	ENST00000689528.1	539	6225	12511	6763
KAT6B	ENSG00000156650.14	ENST00000648725.1	750	6222	8209	6971
HEATR5B	ENSG00000008869.12	ENST00000233099.6	127	6216	6937	6342
CIT	ENSG00000122966.18	ENST00000392521.7	86	6210	8736	6295
MYO10	ENSG00000145555.15	ENST00000274203.13	469	6210	11456	6678
TRIP12	ENSG00000153827.15	ENST00000675453.1	180	6207	10103	6386
ARHGEF17	ENSG00000110237.5	ENST00000263674.4	364	6192	8163	6555
NCOA6	ENSG00000198646.14	ENST00000374796.6	2572	6192	9311	8763
ANKRD12	ENSG00000101745.17	ENST00000262126.9	237	6189	11284	6425
MYOF	ENSG00000138119.17	ENST00000359263.9	141	6186	6860	6326
PWWP4	ENSG00000278803.3	ENST00000458091.5	544	6186	8071	6729
EVPL	ENSG00000167880.8	ENST00000586740.1	34	6168	6223	6201
MYO18A	ENSG00000196535.20	ENST00000527372.7	168	6165	9980	6332
FANCM	ENSG00000187790.12	ENST00000267430.10	103	6147	7131	6249
HEATR5A	ENSG00000129493.15	ENST00000543095.7	154	6141	7811	6294
AGRN	ENSG00000188157.15	ENST00000379370.7	54	6138	7326	6191
TTC3	ENSG00000182670.14	ENST00000696811.1	103	6132	7021	6234
PCM1	ENSG00000078674.20	ENST00000522275.6	438	6132	6654	6569
LPA	ENSG00000198670.13	ENST00000316300.10	62	6123	6431	6184
PHF3	ENSG00000118482.12	ENST00000262043.8	375	6120	18797	6494
MYH14	ENSG00000105357.20	ENST00000642316.2	54	6111	6914	6164
PRR12	ENSG00000126464.15	ENST00000418929.7	474	6111	7416	6584
PCNX3	ENSG00000197136.5	ENST00000355703.4	537	6105	7102	6641
CKAP5	ENSG00000175216.15	ENST00000529230.6	99	6099	7172	6197
DOCK3	ENSG00000088538.13	ENST00000266037.10	338	6093	9069	6430
CCDC88C	ENSG00000015133.20	ENST00000389857.11	131	6087	7519	6217
TET2	ENSG00000168769.14	ENST00000513237.5	798	6072	10166	6869
TRPM6	ENSG00000119121.22	ENST00000360774.6	66	6069	8252	6134
ECPAS	ENSG00000136813.15	ENST00000259335.8	1	6054	7391	6054
CROCC	ENSG00000058453.17	ENST00000375541.10	89	6054	6660	6142
SCN5A	ENSG00000183873.18	ENST00000333535.9	210	6051	8519	6260
LRRK1	ENSG00000154237.13	ENST00000388948.8	218	6048	15674	6265
NUP205	ENSG00000155561.15	ENST00000285968.11	29	6039	6264	6067
DSCAM	ENSG00000171587.15	ENST00000400454.6	498	6039	8571	6536
MTCL1	ENSG00000168502.18	ENST00000695636.1	106	6036	7079	6141
SCN1A	ENSG00000144285.23	ENST00000674923.1	479	6030	11940	6508
MYH10	ENSG00000133026.14	ENST00000693441.1	226	6024	7838	6249
KAT6A	ENSG00000083168.11	ENST00000406337.6	508	6021	9254	6528
SMCHD1	ENSG00000101596.17	ENST00000320876.11	351	6018	8833	6368
SCN2A	ENSG00000136531.19	ENST00000636071.2	378	6018	8881	6395
NOTCH4	ENSG00000204301.6	ENST00000375023.3	140	6012	6745	6151
MICAL3	ENSG00000243156.9	ENST00000441493.7	356	6009	9447	6364
SCN3A	ENSG00000153253.20	ENST00000283254.12	476	6003	9102	6478
DOCK4	ENSG00000128512.24	ENST00000445943.5	1	5999	5999	5999
OTOF	ENSG00000115155.19	ENST00000272371.7	186	5994	7214	6179
SHROOM3	ENSG00000138771.16	ENST00000296043.7	825	5991	10891	6815
SCN8A	ENSG00000196876.19	ENST00000599343.5	1	5976	5976	5976
MAP2	ENSG00000078018.22	ENST00000673860.1	319	5973	10012	6291
ZFC3H1	ENSG00000133858.17	ENST00000378743.9	239	5970	7037	6208
EXPH5	ENSG00000110723.12	ENST00000265843.9	233	5970	10304	6202
SCN9A	ENSG00000169432.19	ENST00000642356.2	299	5967	9752	6265
CRYBG2	ENSG00000176092.17	ENST00000475866.3	32	5958	6259	5989
MYH9	ENSG00000100345.23	ENST00000685801.1	215	5946	7536	6160
MCM3AP	ENSG00000160294.11	ENST00000397708.1	256	5943	6333	6198
MYH11	ENSG00000133392.18	ENST00000396324.7	89	5940	6847	6028
TRIP11	ENSG00000100815.12	ENST00000267622.8	375	5940	9996	6314
ZNF638	ENSG00000075292.19	ENST00000409544.5	631	5937	6821	6567
CACNA1F	ENSG00000102001.13	ENST00000376265.2	63	5934	6070	5996
EML5	ENSG00000165521.16	ENST00000554922.6	451	5934	9771	6384
TP53BP1	ENSG00000067369.14	ENST00000382044.9	114	5934	10369	6047
POLR2A	ENSG00000181222.19	ENST00000674977.2	400	5913	6312	6312
ADPRHL1	ENSG00000153531.15	ENST00000612156.3	52	5904	9722	5955
GREB1L	ENSG00000141449.16	ENST00000579454.2	255	5901	6155	6155
SETD1B	ENSG00000139718.12	ENST00000604567.6	240	5901	8557	6140
ARHGAP21	ENSG00000107863.20	ENST00000680286.1	36	5898	6731	5933
SCN10A	ENSG00000185313.9	ENST00000655275.1	263	5895	6704	6157
CASP8AP2	ENSG00000118412.13	ENST00000551025.4	197	5892	6088	6088
PCDH15	ENSG00000150275.20	ENST00000373957.7	396	5889	7032	6284
TNRC6A	ENSG00000090905.19	ENST00000395799.8	192	5889	8491	6080
TCF20	ENSG00000100207.21	ENST00000683686.1	1341	5883	8573	7223
EML6	ENSG00000214595.13	ENST00000356458.8	630	5877	8436	6506
DENND4C	ENSG00000137145.21	ENST00000434457.7	159	5877	8143	6035
MICAL2	ENSG00000133816.19	ENST00000646065.1	1	5874	5874	5874
CHD5	ENSG00000116254.18	ENST00000262450.8	299	5865	9850	6163
ANK1	ENSG00000029534.22	ENST00000705521.1	53	5862	6373	5914
THADA	ENSG00000115970.19	ENST00000405006.8	353	5862	6310	6214
KIAA1549	ENSG00000122778.10	ENST00000422774.2	121	5853	12498	5973
GREB1	ENSG00000196208.14	ENST00000381486.7	372	5850	8555	6221
PTPRS	ENSG00000105426.19	ENST00000262963.11	244	5847	7356	6090
ANAPC1	ENSG00000153107.13	ENST00000341068.8	277	5835	7762	6111
TNRC6C	ENSG00000078687.18	ENST00000636222.1	67	5835	7093	5901
HELZ	ENSG00000198265.12	ENST00000580168.5	168	5832	6279	5999
KIAA1217	ENSG00000120549.19	ENST00000376454.8	57	5832	7407	5888
TCHH	ENSG00000159450.13	ENST00000614923.2	86	5832	6985	5917
MYH7B	ENSG00000078814.19	ENST00000262873.13	477	5826	6551	6302
MYH2	ENSG00000125414.19	ENST00000397183.6	129	5826	6078	5954
WDR81	ENSG00000167716.19	ENST00000409644.6	257	5826	6982	6082
MYH3	ENSG00000109063.15	ENST00000583535.6	89	5823	6032	5911
CHD4	ENSG00000111642.16	ENST00000645095.1	1	5823	6291	5823
MYH4	ENSG00000264424.1	ENST00000255381.2	112	5820	6016	5931
MYH1	ENSG00000109061.10	ENST00000226207.6	95	5820	6023	5914
MYH6	ENSG00000197616.13	ENST00000405093.9	68	5820	5940	5887
MYH13	ENSG00000006788.14	ENST00000252172.9	92	5817	5994	5908
ATG2A	ENSG00000110046.14	ENST00000377264.8	75	5817	6318	5891
MYH8	ENSG00000133020.4	ENST00000403437.2	96	5814	6041	5909
ADAMTS9	ENSG00000163638.13	ENST00000498707.5	344	5808	7624	6151
MYH7	ENSG00000092054.13	ENST00000355349.4	106	5808	6027	5913
TDRD15	ENSG00000218819.6	ENST00000405799.3	280	5805	7180	6084
PLXNB3	ENSG00000198753.12	ENST00000538966.5	272	5799	6377	6070
ANKRD31	ENSG00000145700.10	ENST00000506364.6	193	5793	6207	5985
LCT	ENSG00000115850.10	ENST00000264162.7	16	5784	6273	5799
MYH15	ENSG00000144821.11	ENST00000273353.5	118	5781	7075	5898
PLXND1	ENSG00000004399.13	ENST00000324093.9	38	5778	6913	5815
CFAP65	ENSG00000181378.14	ENST00000341552.10	78	5778	5946	5855
MYLK	ENSG00000065534.20	ENST00000687848.1	163	5775	5956	5937
DICER1	ENSG00000100697.17	ENST00000674628.2	445	5769	10483	6213
DLG5	ENSG00000151208.17	ENST00000372391.7	236	5760	7644	5995
ZNFX1	ENSG00000124201.15	ENST00000371752.5	86	5757	7212	5842
ANKRD36	ENSG00000135976.21	ENST00000420699.9	588	5748	6534	6335
DENND4A	ENSG00000174485.16	ENST00000635620.2	101	5748	5884	5848
KIF26A	ENSG00000066735.16	ENST00000697132.1	12	5745	6860	5756
RLF	ENSG00000117000.9	ENST00000372771.5	14	5745	6232	5758
PTPRD	ENSG00000153707.19	ENST00000381196.9	1023	5739	10389	6761
AK9	ENSG00000155085.16	ENST00000424296.7	68	5736	6317	5803
ADAMTS20	ENSG00000173157.18	ENST00000389420.8	283	5733	6358	6015
TICRR	ENSG00000140534.14	ENST00000268138.12	119	5733	6788	5851
NCKAP5	ENSG00000176771.18	ENST00000409261.6	378	5730	7608	6107
TAF1	ENSG00000147133.17	ENST00000683782.1	19	5724	7697	5742
PTPRF	ENSG00000142949.17	ENST00000359947.9	334	5724	7720	6057
MIA3	ENSG00000154305.18	ENST00000344922.10	15	5724	8126	5738
ZNF106	ENSG00000103994.18	ENST00000564754.7	195	5721	10396	5915
RAI1	ENSG00000108557.20	ENST00000353383.6	485	5721	7677	6205
VWA8	ENSG00000102763.18	ENST00000379310.8	95	5718	7174	5812
LRP4	ENSG00000134569.10	ENST00000378623.6	172	5718	8155	5889
BAZ2A	ENSG00000076108.12	ENST00000551812.5	195	5718	8600	5912
AKAP11	ENSG00000023516.9	ENST00000025301.4	177	5706	9915	5882
SBF1	ENSG00000100241.22	ENST00000693052.1	167	5700	6202	5866
NYNRIN	ENSG00000205978.6	ENST00000382554.4	102	5697	7635	5798
PLXNA1	ENSG00000114554.12	ENST00000393409.3	247	5691	9309	5937
OBSL1	ENSG00000124006.15	ENST00000404537.6	308	5691	6105	5998
EIF4G3	ENSG00000075151.24	ENST00000693470.1	1	5688	5688	5688
PLXNA4	ENSG00000221866.10	ENST00000359827.7	964	5685	13786	6648
PLXNA2	ENSG00000076356.7	ENST00000367033.4	823	5685	11508	6507
FNDC1	ENSG00000164694.17	ENST00000297267.14	198	5685	6548	5882
CDK5RAP2	ENSG00000136861.19	ENST00000349780.9	190	5682	6232	5871
GBF1	ENSG00000107862.7	ENST00000673650.1	261	5679	6502	5939
AFDN	ENSG00000130396.22	ENST00000515794.3	241	5673	8000	5913
WIZ	ENSG00000011451.21	ENST00000673675.1	220	5670	8987	5889
NUP210L	ENSG00000143552.10	ENST00000368559.8	30	5667	5841	5696
UBR3	ENSG00000144357.18	ENST00000272793.11	55	5667	8009	5721
NUP210	ENSG00000132182.13	ENST00000254508.7	97	5664	7206	5760
PCSK5	ENSG00000099139.14	ENST00000674117.1	510	5664	10226	6173
QRICH2	ENSG00000129646.16	ENST00000680821.2	279	5664	5972	5942
ZNF142	ENSG00000115568.16	ENST00000411696.7	617	5664	11290	6280
DOCK1	ENSG00000150760.13	ENST00000623213.2	91	5661	6840	5751
TTC6	ENSG00000139865.17	ENST00000553443.6	476	5661	6562	6136
CPAMD8	ENSG00000160111.15	ENST00000443236.7	169	5658	5983	5826
BRCA1	ENSG00000012048.25	ENST00000644379.2	114	5658	6363	5771
TMEM131	ENSG00000075568.17	ENST00000186436.10	287	5652	6701	5938
PATJ	ENSG00000132849.22	ENST00000642238.2	112	5649	8621	5760
SBF2	ENSG00000133812.18	ENST00000689128.1	60	5646	7279	5705
MYO5A	ENSG00000197535.16	ENST00000399233.7	75	5643	12130	5717
MYO16	ENSG00000041515.16	ENST00000457511.7	235	5643	7046	5877
ARHGEF4	ENSG00000136002.21	ENST00000409359.7	41	5631	6735	5671
CACNA1S	ENSG00000081248.12	ENST00000362061.4	88	5622	6028	5709
RALGAPA2	ENSG00000188559.16	ENST00000202677.12	165	5622	9545	5786
LY75-CD302	ENSG00000248672.5	ENST00000504764.5	29	5622	5650	5650
PDCD11	ENSG00000148843.15	ENST00000649849.1	117	5619	6467	5735
CCDC88A	ENSG00000115355.18	ENST00000642200.1	800	5616	6958	6415
PLXNA3	ENSG00000130827.6	ENST00000369682.4	176	5616	10885	5791
LCORL	ENSG00000178177.17	ENST00000635767.2	5	5616	10321	5620
DOCK5	ENSG00000147459.18	ENST00000276440.12	221	5613	10246	5833
NLRC5	ENSG00000140853.17	ENST00000262510.10	226	5601	6822	5826
TRPM7	ENSG00000092439.16	ENST00000646667.1	265	5598	10382	5862
QSER1	ENSG00000060749.17	ENST00000650167.2	316	5595	9706	5910
TJP1	ENSG00000104067.17	ENST00000356107.11	77	5586	7022	5662
TANC1	ENSG00000115183.15	ENST00000263635.8	269	5586	7501	5854
COL27A1	ENSG00000196739.15	ENST00000356083.8	415	5583	7813	5997
TNS1	ENSG00000079308.21	ENST00000646520.1	227	5583	10680	5809
KMT2E	ENSG00000005483.23	ENST00000311117.8	520	5577	7782	6096
FER1L6	ENSG00000214814.7	ENST00000522917.5	207	5574	6051	5780
TSPOAP1	ENSG00000005379.17	ENST00000343736.9	876	5574	7698	6449
CFAP44	ENSG00000206530.11	ENST00000393845.9	47	5565	10238	5611
ARFGEF1	ENSG00000066777.9	ENST00000262215.8	495	5550	7320	6044
BTAF1	ENSG00000095564.15	ENST00000265990.12	308	5550	8361	5857
SHANK2	ENSG00000162105.21	ENST00000601538.6	266	5550	10830	5815
MYO5B	ENSG00000167306.21	ENST00000285039.12	355	5547	9583	5901
ZNF236	ENSG00000130856.18	ENST00000320610.14	52	5544	10157	5595
KIF13A	ENSG00000137177.20	ENST00000636847.1	1	5538	5538	5538
ATAD5	ENSG00000176208.9	ENST00000321990.5	383	5535	6873	5917
PSME4	ENSG00000068878.15	ENST00000404125.6	210	5532	7250	5741
XIRP1	ENSG00000168334.9	ENST00000340369.4	231	5532	6461	5762
ZSWIM8	ENSG00000214655.11	ENST00000398706.6	256	5529	6062	5784
COL5A1	ENSG00000130635.17	ENST00000371817.8	386	5517	8442	5902
PLXNB2	ENSG00000196576.16	ENST00000359337.9	168	5517	6409	5684
KIF1B	ENSG00000054523.20	ENST00000696502.1	154	5514	7017	5667
SCN4A	ENSG00000007314.12	ENST00000435607.3	78	5511	7805	5588
ARID2	ENSG00000189079.18	ENST00000334344.11	132	5508	8598	5639
PHIP	ENSG00000146247.15	ENST00000700118.1	202	5505	5809	5706
SLX4	ENSG00000188827.12	ENST00000294008.4	650	5505	7315	6154
TNRC6B	ENSG00000100354.21	ENST00000454349.7	212	5502	18280	5713
KIF16B	ENSG00000089177.20	ENST00000635823.2	108	5499	5909	5606
ZNF646	ENSG00000167395.10	ENST00000300850.5	290	5499	6892	5788
DOCK2	ENSG00000134516.20	ENST00000520908.7	53	5493	6069	5545
RGPD6	ENSG00000183054.13	ENST00000696446.1	199	5493	7500	5691
CHD2	ENSG00000173575.24	ENST00000394196.9	573	5487	9350	6059
SI	ENSG00000090402.8	ENST00000264382.8	65	5484	6012	5548
KIF13B	ENSG00000197892.13	ENST00000524189.6	37	5481	8743	5517
TAF1L	ENSG00000122728.6	ENST00000242310.4	91	5481	6216	5571
LAMA4	ENSG00000112769.20	ENST00000230538.12	251	5472	7228	5722
ITGB4	ENSG00000132470.14	ENST00000200181.8	165	5469	5896	5633
LTBP2	ENSG00000119681.12	ENST00000261978.9	294	5466	8460	5759
KIF20B	ENSG00000138182.15	ENST00000371728.8	93	5463	6441	5555
C2CD6	ENSG00000155754.15	ENST00000439140.6	49	5463	5702	5511
TUBGCP6	ENSG00000128159.12	ENST00000248846.10	565	5460	6066	6024
COL11A1	ENSG00000060718.22	ENST00000358392.6	319	5457	7327	5775
NUP98	ENSG00000110713.18	ENST00000359171.8	422	5454	7023	5875
LTN1	ENSG00000198862.14	ENST00000614971.4	14	5439	7756	5452
VIRMA	ENSG00000164944.12	ENST00000297591.10	23	5439	6478	5461
TSC2	ENSG00000103197.19	ENST00000219476.9	111	5424	6415	5534
KIAA1671	ENSG00000197077.14	ENST00000406486.8	388	5421	7864	5808
SIPA1L1	ENSG00000197555.10	ENST00000555818.5	349	5415	7831	5763
BRWD3	ENSG00000165288.11	ENST00000373275.5	407	5409	12921	5815
FOCAD	ENSG00000188352.13	ENST00000380249.5	365	5406	6096	5770
PARP14	ENSG00000173193.15	ENST00000474629.7	46	5406	7694	5451
WNK3	ENSG00000196632.11	ENST00000354646.6	440	5403	11341	5842
KIF1A	ENSG00000130294.18	ENST00000404283.9	248	5400	5647	5647
CHD1	ENSG00000153922.12	ENST00000511067.3	618	5397	8409	6014
LAMB2	ENSG00000172037.14	ENST00000418109.5	166	5397	5674	5562
MAST2	ENSG00000086015.23	ENST00000361297.7	285	5397	5737	5681
COL14A1	ENSG00000187955.13	ENST00000297848.8	277	5391	8009	5667
TET3	ENSG00000187605.16	ENST00000409262.8	673	5388	12060	6060
ABI3BP	ENSG00000154175.19	ENST00000710654.1	17	5382	6737	5398
C4orf54	ENSG00000248713.2	ENST00000511828.2	366	5382	10451	5747
RBBP6	ENSG00000122257.20	ENST00000319715.10	1062	5379	6858	6440
BTBD8	ENSG00000189195.15	ENST00000636805.2	228	5379	5999	5606
SCN11A	ENSG00000168356.13	ENST00000668754.1	985	5376	7285	6360
PAPPA2	ENSG00000116183.11	ENST00000367662.5	1161	5376	9683	6536
DCDC1	ENSG00000170959.15	ENST00000684477.1	168	5361	7298	5528
LAMB1	ENSG00000091136.15	ENST00000222399.11	138	5361	5650	5498
ARFGEF2	ENSG00000124198.10	ENST00000371917.5	180	5358	9031	5537
BCORL1	ENSG00000085185.16	ENST00000540052.6	173	5358	7465	5530
AKAP12	ENSG00000131016.17	ENST00000402676.7	273	5349	8466	5621
SIPA1L3	ENSG00000105738.11	ENST00000222345.11	530	5346	8004	5875
FRMPD4	ENSG00000169933.17	ENST00000656302.1	454	5343	6123	5796
DLEC1	ENSG00000008226.20	ENST00000346219.7	22	5337	5490	5358
FRMPD3	ENSG00000147234.11	ENST00000276185.9	100	5334	7304	5433
STRC	ENSG00000242866.10	ENST00000450892.7	79	5328	5515	5406
SIPA1L2	ENSG00000116991.12	ENST00000676213.1	357	5322	6815	5678
TOGARAM1	ENSG00000198718.13	ENST00000361462.7	233	5322	6424	5554
MUC22	ENSG00000261272.1	ENST00000561890.1	234	5322	6019	5555
KIDINS220	ENSG00000134313.17	ENST00000256707.8	171	5316	7348	5486
N4BP2	ENSG00000078177.15	ENST00000261435.11	393	5313	9720	5705
NALCN	ENSG00000102452.18	ENST00000675332.1	175	5304	6958	5478
RGPD8	ENSG00000169629.12	ENST00000302558.8	193	5298	7299	5490
RGPD5	ENSG00000015568.13	ENST00000016946.8	162	5298	7268	5459
ADAMTSL1	ENSG00000178031.18	ENST00000380548.9	81	5289	7771	5369
LAMB4	ENSG00000091128.13	ENST00000388781.8	90	5286	5861	5375
KDM3B	ENSG00000120733.15	ENST00000314358.10	112	5286	6724	5397
RGPD3	ENSG00000153165.19	ENST00000304514.11	39	5283	5510	5321
CASZ1	ENSG00000130940.15	ENST00000377022.8	317	5280	7934	5596
RGPD4	ENSG00000196862.10	ENST00000408999.4	123	5277	7212	5399
RGPD1	ENSG00000187627.18	ENST00000641458.2	120	5271	6819	5390
RGPD2	ENSG00000185304.16	ENST00000398146.5	68	5271	6770	5338
PPL	ENSG00000118898.16	ENST00000345988.7	104	5271	6251	5374
UBR2	ENSG00000024048.11	ENST00000372899.6	292	5268	7891	5559
BCOR	ENSG00000183337.18	ENST00000378444.9	785	5268	6910	6052
COL18A1	ENSG00000182871.16	ENST00000359759.8	1	5265	6586	5265
CDC42BPA	ENSG00000143776.20	ENST00000366766.8	1311	5265	10978	6575
WDR90	ENSG00000161996.19	ENST00000549091.5	93	5253	5589	5345
IFT172	ENSG00000138002.16	ENST00000260570.8	91	5250	5395	5340
UBR1	ENSG00000159459.12	ENST00000290650.9	17	5250	7698	5266
NUP188	ENSG00000095319.14	ENST00000372577.2	22	5250	5689	5271
KNDC1	ENSG00000171798.19	ENST00000304613.8	250	5250	7021	5499
RESF1	ENSG00000174718.12	ENST00000312561.9	419	5244	6234	5662
PEAK1	ENSG00000173517.11	ENST00000682557.1	765	5241	12003	6005
COL5A3	ENSG00000080573.7	ENST00000264828.4	120	5238	6207	5357
C4A	ENSG00000244731.10	ENST00000428956.7	52	5235	5427	5286
C4B	ENSG00000224389.9	ENST00000435363.7	52	5235	5427	5286
MYO5C	ENSG00000128833.13	ENST00000261839.12	169	5229	6977	5397
MARF1	ENSG00000166783.22	ENST00000396368.8	196	5229	7730	5424
RREB1	ENSG00000124782.21	ENST00000379938.7	385	5229	8625	5613
NWD2	ENSG00000174145.8	ENST00000309447.6	326	5229	7800	5554
DOT1L	ENSG00000104885.19	ENST00000686010.1	253	5217	5469	5469
COL11A2	ENSG00000204248.12	ENST00000341947.7	228	5211	6422	5438
LARP4B	ENSG00000107929.16	ENST00000689323.1	62	5208	8646	5269
RICTOR	ENSG00000164327.14	ENST00000296782.9	23	5199	7505	5221
PKD1L3	ENSG00000277481.2	ENST00000620267.2	425	5199	5623	5623
NRAP	ENSG00000197893.14	ENST00000369358.8	189	5196	5534	5384
ARHGEF28	ENSG00000214944.10	ENST00000545377.5	177	5196	6351	5372
